11,JR東日本
12,JR東海
21,東京メトロ
22,都営地下鉄
23,横浜市営地下鉄
31,東武鉄道
32,西武鉄道
33,京成電鉄
34,京王電鉄
35,小田急電鉄
36,東急電鉄
37,京浜急行電鉄
38,相模鉄道
101,新京成電鉄
102,東京都交通局
103,北総鉄道
104,東葉高速鉄道
105,埼玉高速鉄道
106,東京臨海高速鉄道
107,流鉄
108,秩父鉄道
109,江ノ島電鉄
110,伊豆箱根鉄道
111,東京モノレール
112,湘南モノレール
113,多摩都市モノレール
114,千葉都市モノレール
115,横浜シーサイドライン
116,ゆりかもめ
117,埼玉新都市交通
118,関東鉄道
119,山万
120,横浜高速鉄道
121,首都圏新都市鉄道
122,芝山鉄道
