1101,1130101,1
1101,1130223,2
1101,1130222,3
1101,1130221,4
1101,1130220,5
1101,1130219,6
1101,1130218,7
1101,1130217,8
1101,1130216,9
1101,1130215,10
1101,1130214,11
1101,1130213,12
1101,1130212,13
1101,1130211,14
1101,1130210,15
1101,1130209,16
1101,1130208,17
1101,1130207,18
1101,1130206,19
1101,1130205,20
1101,1130204,21
1101,1130203,22
1101,1130202,23
1101,1130201,24
1101,1130103,25
1101,1130230,26
1101,1130228,27
1101,1130227,28
1101,1130102,29
1101,1130225,30
1102,1131906,1
1102,1131905,2
1102,1133203,3
1102,1133204,4
1102,1131904,5
1102,1130511,6
1102,1133207,7
1102,1133208,8
1102,1133209,9
1102,1131903,10
1102,1133211,11
1102,1133212,12
1102,1133213,13
1102,1130216,14
1102,1130217,15
1102,1130218,16
1102,1130219,17
1102,1130220,18
1102,1130221,19
1102,1130222,20
1102,1130223,21
1102,1130101,22
1102,1130225,23
1102,1130102,24
1102,1130227,25
1102,1130228,26
1102,1130230,27
1102,1130103,28
1102,1133228,29
1102,1133229,30
1102,1133230,31
1102,1130104,32
1102,1130401,33
1102,1133233,34
1102,1130601,35
1102,1130105,36
1102,1130702,37
1102,1130703,38
1102,1130704,39
1102,1130705,40
1102,1130706,41
1102,1130707,42
1102,1130708,43
1102,1130709,44
1102,1130710,45
1102,1130711,46
1102,1130107,47
1103,1130101,1
1103,1130102,2
1103,1130103,3
1103,1130104,4
1103,1130105,5
1103,1130106,6
1103,1130107,7
1103,1130108,8
1103,1130109,9
1103,1130110,10
1103,1130111,11
1103,1130112,12
1103,1130113,13
1103,1130114,14
1103,1130115,15
1103,1130116,16
1104,1130101,1
1104,1130102,2
1104,1130103,3
1104,1130804,4
1104,1130307,5
1104,1130805,6
1104,1130105,7
1104,1130807,8
1104,1130808,9
1104,1130106,10
1104,1130107,11
1104,1130811,12
1104,1130812,13
1104,1130813,14
1104,1130814,15
1104,1130815,16
1104,1130816,17
1104,1130817,18
1104,1130818,19
1105,1130702,1
1105,1130105,2
1105,1130601,3
1105,1130602,4
1105,1130603,5
1105,1130604,6
1105,1130605,7
1105,1130606,8
1105,1130607,9
1105,1130608,10
1105,1130609,11
1105,1130610,12
1105,1130611,13
1105,1130612,14
1105,1130613,15
1105,1130614,16
1105,1130615,17
1105,1130616,18
1105,1130617,19
1105,1130618,20
1105,1130619,21
1105,1130620,22
1106,1130110,1
1106,1130902,2
1106,1130903,3
1106,1130904,4
1106,1130905,5
1106,1130906,6
1106,1130907,7
1106,1130908,8
1106,1130909,9
1106,1130910,10
1106,1130911,11
1106,1130912,12
1106,1130913,13
1106,1130914,14
1106,1130915,15
1106,1130916,16
1106,1130917,17
1106,1130616,18
1107,1130104,1
1107,1130302,2
1107,1130303,3
1107,1130304,4
1107,1130305,5
1107,1130306,6
1107,1130307,7
1107,1130308,8
1107,1130309,9
1107,1130310,10
1107,1130311,11
1107,1130312,12
1107,1130313,13
1107,1130314,14
1107,1130315,15
1107,1130316,16
1107,1130317,17
1107,1130318,18
1107,1130319,19
1107,1130320,20
1107,1130321,21
1107,1130329,22
1107,1130322,23
1107,1130323,24
1107,1130324,25
1107,1130325,26
1108,1130302,1
1108,1130326,2
1108,1130327,3
1108,1130330,4
1108,1130328,5
1109,1130401,1
1109,1130402,2
1109,1130403,3
1109,1130404,4
1109,1130405,5
1109,1130408,6
1109,1130410,7
1109,1130328,8
1109,1130412,9
1109,1130413,10
1110,1130101,1
1110,1130223,2
1110,1131203,3
1110,1131102,4
1110,1130208,5
1110,1131214,6
1110,1131215,7
1110,1131216,8
1110,1131217,9
1110,1131218,10
1110,1131104,11
1110,1131105,12
1110,1131221,13
1110,1131222,14
1110,1131223,15
1110,1131106,16
1110,1130503,17
1110,1131226,18
1110,1130325,19
1110,1131108,20
1110,1131109,21
1110,1130620,22
1110,1131111,23
1110,1131112,24
1110,1131113,25
1110,1131114,26
1110,1131115,27
1110,1131116,28
1110,1131117,29
1110,1131118,30
1110,1131119,31
1110,1131120,32
1111,1131339,1
1111,1131338,2
1111,1131337,3
1111,1131336,4
1111,1131335,5
1111,1131334,6
1111,1131333,7
1111,1131332,8
1111,1131331,9
1111,1130524,10
1111,1131329,11
1111,1131328,12
1111,1131327,13
1111,1131326,14
1111,1131325,15
1111,1131324,16
1111,1131323,17
1111,1131322,18
1111,1131321,19
1111,1131320,20
1111,1130222,21
1111,1131203,22
1111,1131317,23
1111,1131316,24
1111,1131315,25
1111,1131102,26
1111,1131313,27
1111,1131312,28
1111,1130207,29
1111,1130208,30
1111,1131309,31
1111,1131308,32
1111,1131214,33
1111,1131215,34
1111,1131216,35
1111,1131217,36
1111,1131218,37
1111,1131104,38
1111,1131105,39
1112,1130325,1
1112,1131502,2
1112,1131503,3
1112,1131504,4
1112,1131505,5
1112,1131506,6
1112,1131507,7
1112,1131508,8
1112,1131509,9
1112,1131510,10
1112,1131511,11
1112,1131512,12
1112,1131513,13
1112,1131514,14
1112,1131515,15
1112,1131516,16
1112,1131517,17
1112,1131518,18
1112,1131519,19
1112,1131520,20
1112,1131521,21
1112,1131522,22
1112,1131523,23
1112,1131524,24
1112,1131525,25
1113,1131506,1
1113,1131602,2
1113,1131603,3
1113,1131604,4
1113,1131605,5
1113,1131606,6
1113,1131607,7
1114,1130101,1
1114,1130220,2
1114,1131902,3
1114,1131903,4
1114,1131904,5
1114,1131905,6
1114,1131906,7
1114,1131907,8
1114,1131908,9
1114,1131909,10
1114,1131910,11
1114,1131911,12
1114,1131912,13
1114,1131913,14
1114,1131914,15
1114,1131915,16
1115,1130101,1
1115,1130220,2
1115,1131902,3
1115,1131903,4
1115,1131904,5
1115,1131905,6
1115,1131906,7
1115,1132307,8
1115,1132308,9
1115,1132309,10
1115,1132310,11
1115,1132311,12
1115,1132312,13
1115,1132313,14
1115,1132314,15
